,card_name,card_type,release,usd_price,cmc,color_identity,rarity
288,Alexander Clamilton,Legendary Creature — Clamfolk Advisor Rebel,2020-02-29,0.25,3.0,"['R', 'U']",rare
289,"Alexios, Deimos of Kosmos",Legendary Creature — Human Berserker,2024-07-05,0.31,4.0,['R'],uncommon
290,"Alexi, Zephyr Mage",Legendary Creature — Human Spellshaper,2000-06-05,0.36,5.0,['U'],rare
291,Algae Gharial,Creature — Crocodile,2015-05-22,0.06,4.0,['G'],uncommon
292,"Alhammarret, High Arbiter",Legendary Creature — Sphinx,2015-07-17,0.14,7.0,['U'],rare
293,"Alharu, Solemn Ritualist",Legendary Creature — Human Monk,2023-08-04,0.06,5.0,['W'],uncommon
294,Ali Baba,Creature — Human Rogue,1995-04-01,0.23,1.0,['R'],uncommon
295,"Alibou, Ancient Witness",Legendary Artifact Creature — Golem,2021-04-23,,5.0,"['R', 'W']",mythic
296,Ali from Cairo,Creature — Human,1993-12-17,390.00,4.0,['R'],rare
297,"Alirios, Enraptured",Legendary Creature — Human,2020-01-24,0.06,3.0,['U'],uncommon
298,"Alistair, the Brigadier",Legendary Creature — Human Soldier,2023-10-13,0.07,4.0,"['G', 'U', 'W']",rare
299,Alley Assailant,Creature — Vampire Rogue,2024-02-09,0.03,3.0,['B'],common
300,Alley Grifters,Creature — Human Mercenary,1999-10-04,0.09,3.0,['B'],common
301,Alley Strangler,Creature — Aetherborn Rogue,2017-01-20,0.03,3.0,['B'],common
302,Allosaurus Rider,Creature — Elf Warrior,2014-12-05,0.89,7.0,['G'],rare
303,Allosaurus Shepherd,Creature — Elf Shaman,2022-07-08,24.78,1.0,['G'],mythic
304,Alloy Animist,Creature — Human Druid,2022-11-18,0.06,1.0,['G'],uncommon
305,Alloy Golem,Artifact Creature — Golem,2000-10-02,0.13,6.0,[],uncommon
306,Alloy Myr,Artifact Creature — Myr,2020-07-17,0.49,3.0,[],common
307,All-Seeing Arbiter,Creature — Avatar,2022-04-29,0.25,6.0,['U'],mythic
308,Alluring Siren,Creature — Siren,2011-07-15,0.07,2.0,['U'],uncommon
309,Alluring Suitor // Deadly Dancer,Creature — Vampire // Creature — Vampire,2021-11-19,0.03,3.0,['R'],uncommon
310,Almighty Brushwagg,Creature — Brushwagg,2020-04-24,0.03,1.0,['G'],common
311,Alms Beast,Creature — Beast,2013-02-01,0.11,4.0,"['B', 'W']",rare
312,Alms Collector,Creature — Cat Cleric,2023-08-04,0.31,4.0,['W'],rare
313,Aloe Alchemist,Creature — Plant Warlock,2024-04-19,0.10,2.0,['G'],uncommon
314,"Alora, Merry Thief",Legendary Creature — Halfling Rogue,2022-06-10,0.08,3.0,['U'],uncommon
315,Alpha Deathclaw,Creature — Lizard Mutant,2024-03-08,0.69,6.0,"['B', 'G']",rare
316,Alpha Guard,Creature — Elf Employee,2022-10-07,0.05,2.0,['G'],common
317,Alpha Kavu,Creature — Kavu,2001-02-05,0.20,3.0,['G'],uncommon
318,Alpha Myr,Artifact Creature — Myr,2003-10-02,0.22,2.0,[],common
319,Alpha Tyrranax,Creature — Dinosaur Beast,2010-10-01,0.10,6.0,['G'],common
320,Alpine Grizzly,Creature — Bear,2014-09-26,0.11,3.0,['G'],common
321,Alpine Guide,Snow Creature — Human Scout,2019-06-14,0.04,3.0,['R'],uncommon
322,Alpine Houndmaster,Creature — Human Warrior,2020-07-03,0.09,2.0,"['R', 'W']",uncommon
323,Alpine Watchdog,Creature — Dog,2020-07-03,0.13,2.0,['W'],common
324,"Alquist Proft, Master Sleuth",Legendary Creature — Human Detective,2024-02-09,0.31,3.0,"['U', 'W']",mythic
325,"Alrund, God of the Cosmos // Hakka, Whispering Raven",Legendary Creature — God // Legendary Creature — Bird,2021-02-05,0.45,5.0,['U'],mythic
326,Alseid of Life's Bounty,Enchantment Creature — Nymph,2020-01-24,0.29,1.0,['W'],uncommon
327,Altac Bloodseeker,Creature — Human Berserker,2014-07-18,0.09,2.0,['R'],uncommon
328,Altaïr Ibn-La'Ahad,Legendary Creature — Human Assassin,2024-07-05,6.62,3.0,"['B', 'R', 'W']",mythic
329,"Altanak, the Thrice-Called",Legendary Creature — Insect Beast,2024-09-27,0.18,7.0,['G'],uncommon
330,Altar Golem,Artifact Creature — Golem,2008-07-25,0.44,7.0,[],rare
331,Altar of the Wretched // Wretched Bonemass,Artifact // Creature — Skeleton Horror,2023-11-17,0.48,3.0,['B'],rare
332,Altered Ego,Creature — Shapeshifter,2016-04-08,1.13,4.0,"['G', 'U']",rare
333,Amalia Benavides Aguirre,Legendary Creature — Vampire Scout,2023-11-17,0.70,2.0,"['B', 'W']",rare
334,Amaranthine Wall,Artifact Creature — Wall,2018-04-27,0.16,4.0,[],uncommon
335,"Amareth, the Lustrous",Legendary Creature — Dragon,2020-11-20,0.41,6.0,"['G', 'U', 'W']",rare
336,Amateur Auteur,Creature — Human,2017-12-08,0.05,2.0,['W'],common
337,Ambassador Blorpityblorpboop,Legendary Creature — Alien Advisor Guest,2022-10-07,0.05,5.0,"['G', 'U']",uncommon
338,Ambassador Laquatus,Legendary Creature — Merfolk Wizard,2007-07-13,1.21,3.0,['U'],rare
339,Ambassador Oak,Creature — Treefolk Warrior,2020-07-17,0.03,4.0,['G'],common
340,Amber Gristle O'Maul,Legendary Creature — Dwarf Cleric,2022-06-10,0.02,4.0,['R'],uncommon
341,Ambitious Aetherborn,Creature — Aetherborn Artificer,2016-09-30,0.02,5.0,['B'],common
342,Ambitious Dragonborn,Creature — Dragon Barbarian,2022-06-10,0.04,4.0,['G'],common
343,Ambitious Farmhand // Seasoned Cathar,Creature — Human Peasant // Creature — Human Knight,2021-09-24,0.16,2.0,['W'],uncommon
344,Ambulatory Edifice,Artifact Creature — Phyrexian Construct,2023-02-03,0.03,3.0,['B'],uncommon
345,Ambuscade Shaman,Creature — Orc Shaman,2015-03-27,0.06,3.0,['B'],uncommon
346,Ambush Commander,Creature — Elf,2014-12-05,,5.0,['G'],rare
347,Ambush Gigapede,Creature — Insect,2024-04-19,0.03,6.0,['B'],common
348,Ambush Krotiq,Creature — Insect,2015-01-23,0.03,6.0,['G'],common
349,Ambush Paratrooper,Creature — Human Soldier,2022-11-18,0.04,2.0,['W'],common
350,Ambush Party,Creature — Human Rogue,1997-03-24,0.10,5.0,['R'],common
351,Ambush Viper,Creature — Snake,2020-11-20,0.05,2.0,['G'],common
352,Ambush Wolf,Creature — Wolf,2024-11-15,0.17,3.0,['G'],common
353,Amethyst Dragon // Explosive Crystal,Creature — Dragon // Sorcery — Adventure,2022-06-10,0.09,6.0,['R'],uncommon
354,"Aminatou, Veil Piercer",Legendary Creature — Human Wizard,2024-09-27,0.70,4.0,"['B', 'U', 'W']",mythic
355,Ammit Eternal,Creature — Zombie Crocodile Demon,2017-07-14,0.24,3.0,['B'],rare
356,Amoeboid Changeling,Creature — Shapeshifter,2007-10-12,0.42,2.0,['U'],common
357,Amped Raptor,Creature — Dinosaur,2024-06-14,0.31,2.0,['R'],uncommon
358,Amphibious Kavu,Creature — Kavu,2001-02-05,0.09,3.0,['G'],common
359,Amphin Cutthroat,Creature — Salamander Rogue,2011-07-15,0.03,4.0,['U'],common
360,Amphin Mutineer,Creature — Salamander Pirate,2024-02-09,0.06,4.0,['U'],rare
361,Amphin Pathmage,Creature — Salamander Wizard,2014-07-18,0.09,4.0,['U'],common
362,Amplifire,Creature — Elemental,2019-01-25,0.11,4.0,['R'],rare
363,Ampryn Tactician,Creature — Human Soldier,2015-07-17,0.07,4.0,['W'],common
364,Amrou Kithkin,Creature — Kithkin,1995-04-01,0.09,2.0,['W'],common
365,Amrou Scout,Creature — Kithkin Rebel Scout,2021-03-19,0.04,2.0,['W'],common
366,Amrou Seekers,Creature — Kithkin Rebel,2021-03-19,0.02,3.0,['W'],common
367,Amugaba,Creature — Illusion,2001-10-01,0.31,7.0,['U'],rare
368,Amy Pond,Legendary Creature — Human,2023-10-13,0.14,3.0,['R'],rare
369,"Amzu, Swarm's Hunger",Legendary Creature — Insect Shaman,2024-02-23,11.41,5.0,"['B', 'G']",rare
370,Anaba Ancestor,Creature — Minotaur Spirit,1995-10-01,1.04,2.0,['R'],rare
371,Anaba Bodyguard,Creature — Minotaur,2007-07-13,0.05,4.0,['R'],common
372,Anaba Shaman,Creature — Minotaur Shaman,2005-07-29,0.05,4.0,['R'],common
373,Anaba Spirit Crafter,Creature — Minotaur Shaman,1995-10-01,1.32,4.0,['R'],rare
374,Ana Battlemage,Creature — Human Wizard,2007-02-02,0.11,3.0,"['B', 'G', 'U']",uncommon
375,Anaconda,Creature — Snake,2005-07-29,0.09,4.0,['G'],uncommon
376,Ana Disciple,Creature — Human Wizard,2001-06-04,0.11,1.0,"['B', 'G', 'U']",common
377,"Anafenza, Kin-Tree Spirit",Legendary Creature — Spirit Soldier,2023-08-04,0.13,2.0,['W'],uncommon
378,"Anafenza, the Foremost",Legendary Creature — Human Soldier,2014-09-26,0.49,3.0,"['B', 'G', 'W']",mythic
379,"Anara, Wolvid Familiar",Legendary Creature — Wolf Beast,2020-11-20,0.34,4.0,['G'],uncommon
380,Anarchist,Creature — Human Wizard,2005-07-29,0.07,5.0,['R'],uncommon
381,Anathemancer,Creature — Zombie Wizard,2009-04-30,0.28,3.0,"['B', 'R']",uncommon
382,Anavolver,Creature — Volver,2001-06-04,0.30,4.0,"['B', 'G', 'U']",rare
383,Anax and Cymede,Legendary Creature — Human Soldier,2013-09-27,0.20,3.0,"['R', 'W']",rare
384,"Anax, Hardened in the Forge",Legendary Enchantment Creature — Demigod,2023-08-04,0.13,3.0,['R'],uncommon
385,Ancestor Dragon,Creature — Dragon,2024-11-15,,6.0,['W'],rare
386,Ancestor's Chosen,Creature — Human Cleric,2018-12-07,0.06,7.0,['W'],uncommon
387,Ancestor's Prophet,Creature — Human Cleric,2002-10-07,0.39,5.0,['W'],rare
388,Ancestral Statue,Artifact Creature — Golem,2020-07-17,0.27,4.0,[],common
389,Ancient Brass Dragon,Creature — Elder Dragon,2022-06-10,22.68,7.0,['B'],mythic
390,Ancient Brontodon,Creature — Dinosaur,2017-09-29,0.07,8.0,['G'],common
391,Ancient Bronze Dragon,Creature — Elder Dragon,2022-06-10,9.61,7.0,['G'],mythic
392,Ancient Carp,Creature — Fish,2015-03-27,0.02,5.0,['U'],common
393,Ancient Cellarspawn,Enchantment Creature — Horror,2024-09-27,2.58,3.0,['B'],rare
394,Ancient Copper Dragon,Creature — Elder Dragon,2022-06-10,68.30,6.0,['R'],mythic
395,Ancient Crab,Creature — Crab,2017-04-28,0.03,3.0,['U'],common
396,Ancient Gold Dragon,Creature — Elder Dragon,2022-06-10,14.96,7.0,['W'],mythic
397,Ancient Greenwarden,Creature — Elemental,2024-04-19,9.61,6.0,['G'],mythic
398,Ancient Hellkite,Creature — Dragon,2010-07-16,0.25,7.0,['R'],rare
399,Ancient Hydra,Creature — Hydra,2000-02-14,0.16,5.0,['R'],uncommon
400,Ancient Imperiosaur,Creature — Dinosaur,2023-04-21,0.25,7.0,['G'],rare
401,Ancient Kavu,Creature — Kavu,2000-10-02,0.09,4.0,['R'],common
402,Ancient Lumberknot,Creature — Treefolk,2021-11-19,0.07,4.0,"['B', 'G']",uncommon
403,Ancient Ooze,Creature — Ooze,2003-05-26,1.69,7.0,['G'],rare
404,Ancient Silverback,Creature — Ape,2014-07-18,0.13,6.0,['G'],uncommon
405,Ancient Silver Dragon,Creature — Elder Dragon,2022-06-10,24.66,8.0,['U'],mythic
406,Ancient Spider,Creature — Spider,2001-02-05,0.35,4.0,"['G', 'W']",rare
407,Ancient Stone Idol,Artifact Creature — Golem,2024-02-09,0.17,10.0,[],rare
408,Andradite Leech,Creature — Leech,2000-10-02,0.29,3.0,['B'],rare
409,"Anep, Vizier of Hazoret",Legendary Creature — Jackal Warrior,2024-11-15,2.04,3.0,['R'],uncommon
410,Angelfire Crusader,Creature — Human Soldier Knight,2001-06-04,0.09,4.0,"['R', 'W']",common
411,Angelheart Protector,Creature — Human Cleric,2020-09-25,0.05,3.0,['W'],common
412,Angelic Aberration,Creature — Eldrazi Angel,2024-06-14,0.62,6.0,['W'],rare
413,Angelic Arbiter,Creature — Angel,2020-07-17,4.21,7.0,['W'],rare
414,Angelic Captain,Creature — Angel Ally,2015-10-02,0.10,5.0,"['R', 'W']",rare
415,Angelic Cub,Creature — Cat Angel,2024-11-15,,2.0,['W'],uncommon
416,Angelic Curator,Creature — Angel Spirit,2021-06-18,0.06,2.0,['W'],uncommon
417,Angelic Field Marshal,Creature — Angel,2023-08-04,0.70,4.0,['W'],rare
418,Angelic Guardian,Creature — Angel,2019-07-12,6.97,6.0,['W'],rare
419,Angelic Harold,Legendary Creature — Angel Performer,2022-10-07,0.05,3.0,"['U', 'W']",uncommon
420,Angelic Observer,Creature — Angel Advisor,2022-04-29,0.07,6.0,['W'],uncommon
421,Angelic Overseer,Creature — Angel,2011-09-30,1.18,5.0,['W'],mythic
422,Angelic Page,Creature — Angel Spirit,2020-07-17,0.15,2.0,['W'],common
423,Angelic Protector,Creature — Angel,2014-12-05,0.39,4.0,['W'],uncommon
424,Angelic Quartermaster,Creature — Angel Soldier,2021-11-19,0.05,5.0,['W'],uncommon
425,Angelic Rocket,Host Artifact Creature — Angel,2017-12-08,0.22,8.0,[],rare
426,Angelic Sell-Sword,Creature — Angel Mercenary,2024-04-19,0.16,5.0,['W'],rare
427,Angelic Skirmisher,Creature — Angel,2013-02-01,1.14,6.0,['W'],rare
428,Angelic Sleuth,Creature — Angel Advisor,2022-04-29,0.14,3.0,['W'],rare
429,Angelic Wall,Creature — Wall,2013-07-19,0.11,2.0,['W'],common
430,Angel of Condemnation,Creature — Angel,2017-07-14,0.32,4.0,['W'],rare
431,Angel of Deliverance,Creature — Angel,2016-04-08,0.21,8.0,['W'],rare
432,Angel of Despair,Creature — Angel,2018-12-07,1.05,7.0,"['B', 'W']",uncommon
433,Angel of Destiny,Creature — Angel Cleric,2020-09-25,4.76,5.0,['W'],mythic
434,Angel of Finality,Creature — Angel,2024-11-15,0.29,4.0,['W'],uncommon
435,Angel of Flight Alabaster,Creature — Angel,2021-11-19,0.10,5.0,['W'],rare
436,Angel of Fury,Creature — Angel,1998-06-24,2.68,6.0,['W'],rare
437,Angel of Glory's Rise,Creature — Angel,2021-09-24,0.30,7.0,['W'],rare
438,Angel of Grace,Creature — Angel,2019-01-25,0.50,5.0,['W'],mythic
439,Angel of Indemnity,Creature — Angel Warrior,2024-04-19,2.27,6.0,['W'],rare
440,Angel of Invention,Creature — Angel,2016-09-30,0.90,5.0,['W'],mythic
441,Angel of Jubilation,Creature — Angel,2012-05-04,7.95,4.0,['W'],rare
442,Angel of Light,Creature — Angel,1999-07-01,3.73,5.0,['W'],uncommon
443,Angel of Mercy,Creature — Angel,2020-07-17,0.06,5.0,['W'],common
444,Angel of Renewal,Creature — Angel Ally,2015-10-02,0.12,6.0,['W'],uncommon
445,Angel of Retribution,Creature — Angel,2018-06-08,0.08,7.0,['W'],uncommon
446,Angel of Salvation,Creature — Angel,2023-04-21,0.07,8.0,['W'],rare
447,Angel of Sanctions,Creature — Angel,2019-08-23,0.20,5.0,['W'],mythic
448,Angel of Serenity,Creature — Angel,2021-04-23,0.81,7.0,['W'],mythic
449,Angel of Suffering,Creature — Nightmare Angel,2022-04-29,2.41,5.0,['B'],mythic
450,Angel of the Dawn,Creature — Angel,2020-11-20,0.04,5.0,['W'],common
451,Angel of the Dire Hour,Creature — Angel,2020-07-17,2.41,7.0,['W'],rare
452,Angel of the God-Pharaoh,Creature — Angel,2017-07-14,0.06,6.0,['W'],uncommon
453,Angel of the Ruins,Artifact Creature — Angel,2024-06-14,0.08,7.0,['W'],uncommon
454,Angel of Vitality,Creature — Angel,2024-11-15,,3.0,['W'],uncommon
455,Angel's Herald,Creature — Human Cleric,2008-10-03,0.11,1.0,['W'],uncommon
456,Anger,Creature — Incarnation,2021-07-23,2.53,4.0,['R'],uncommon
457,Angler Drake,Creature — Drake,2017-04-28,0.06,6.0,['U'],uncommon
458,Angler Turtle,Creature — Turtle,2022-06-10,0.12,7.0,['U'],rare
459,Angrath's Ambusher,Creature — Orc Pirate,2018-01-19,0.10,3.0,['B'],uncommon
460,Angrath's Marauders,Creature — Human Pirate,2024-04-19,0.15,7.0,['R'],rare
461,Angry Mob,Creature — Human,1997-03-24,0.17,4.0,['W'],uncommon
462,Angus Mackenzie,Legendary Creature — Human Cleric,1994-06-01,242.95,3.0,"['G', 'U', 'W']",rare
463,An-Havva Constable,Creature — Human,1997-03-24,0.23,3.0,['G'],rare
464,"Anhelo, the Painter",Legendary Creature — Vampire Assassin,2022-04-29,0.29,3.0,"['B', 'R', 'U']",mythic
465,"Anikthea, Hand of Erebos",Legendary Enchantment Creature — Demigod,2023-08-04,,5.0,"['B', 'G', 'W']",mythic
466,"Animar, Soul of Elements",Legendary Creature — Elemental,2022-07-08,10.78,3.0,"['G', 'R', 'U']",mythic
467,Animating Faerie // Bring to Life,Creature — Faerie // Sorcery — Adventure,2019-10-04,0.04,3.0,['U'],uncommon
468,"Anim Pakal, Thousandth Moon",Legendary Creature — Human Soldier,2023-11-17,3.82,3.0,"['R', 'W']",rare
469,Animus of Predation,Creature — Avatar,2016-08-26,0.05,5.0,['G'],uncommon
470,Anje Falkenrath,Legendary Creature — Vampire,2019-08-23,,3.0,"['B', 'R']",mythic
471,"Anje, Maid of Dishonor",Legendary Creature — Vampire,2021-11-19,0.19,4.0,"['B', 'R']",rare
472,Anje's Ravager,Creature — Vampire Berserker,2021-11-19,0.23,3.0,['R'],rare
473,Ankle Biter,Creature — Snake,2024-04-19,0.04,1.0,['G'],common
474,Ankle Shanker,Creature — Goblin Berserker,2016-11-11,0.36,5.0,"['B', 'R', 'W']",rare
475,Annex Sentry,Artifact Creature — Phyrexian Cleric,2023-02-03,0.11,3.0,['W'],uncommon
476,"Annie Flash, the Veteran",Legendary Creature — Human Rogue,2024-04-19,0.23,6.0,"['G', 'R', 'W']",mythic
477,Annoyed Altisaur,Creature — Dinosaur,2024-06-14,0.11,7.0,['G'],uncommon
478,Anodet Lurker,Artifact Creature — Construct,2004-06-04,0.04,5.0,[],common
479,Anointed Chorister,Creature — Human Cleric,2020-07-03,0.01,1.0,['W'],common
480,Anointed Deacon,Creature — Vampire Cleric,2017-09-29,0.05,5.0,['B'],common
481,Anointed Peacekeeper,Creature — Human Cleric,2022-09-09,0.27,3.0,['W'],rare
482,Anointer of Champions,Creature — Human Cleric,2017-06-16,0.10,1.0,['W'],uncommon
483,Anointer of Valor,Creature — Angel,2022-07-08,0.02,6.0,['W'],common
484,Anointer Priest,Creature — Human Cleric,2017-04-28,0.06,2.0,['W'],common
485,"Anowon, the Ruin Sage",Legendary Creature — Vampire Shaman,2021-11-19,1.09,5.0,['B'],rare
486,"Anowon, the Ruin Thief",Legendary Creature — Vampire Rogue,2020-09-25,,4.0,"['B', 'U']",mythic
487,Anrakyr the Traveller,Legendary Artifact Creature — Necron,2022-10-07,0.38,5.0,['B'],rare
488,"Anthousa, Setessan Hero",Legendary Creature — Human Warrior,2013-09-27,0.11,5.0,['G'],rare
489,Anthropede,Creature — Insect,2024-09-27,0.02,4.0,['G'],common
490,Anthroplasm,Creature — Shapeshifter,1999-02-15,0.28,4.0,['U'],rare
491,Antler Skulkin,Artifact Creature — Scarecrow,2008-07-25,0.17,5.0,[],common
492,Ant Queen,Creature — Insect,2015-05-22,1.11,5.0,['G'],rare
493,Anurid Barkripper,Creature — Frog Beast,2002-05-27,0.11,3.0,['G'],common
494,Anurid Brushhopper,Creature — Frog Beast,2002-05-27,0.48,3.0,"['G', 'W']",rare
495,Anurid Murkdiver,Creature — Zombie Frog Beast,2002-10-07,0.18,6.0,['B'],common
496,Anurid Scavenger,Creature — Frog Beast,2002-02-04,0.27,3.0,['G'],uncommon
497,Anurid Swarmsnapper,Creature — Frog Beast,2002-05-27,0.27,3.0,['G'],uncommon
498,Anvilwrought Raptor,Artifact Creature — Bird,2019-07-12,0.04,4.0,[],common
499,"Anya, Merciless Angel",Legendary Creature — Angel,2024-02-09,0.25,5.0,"['R', 'W']",mythic
500,"Anzrag, the Quake-Mole",Legendary Creature — Mole God,2024-02-09,2.59,4.0,"['G', 'R']",mythic
501,"Ao, the Dawn Sky",Legendary Creature — Dragon Spirit,2022-02-18,2.05,5.0,['W'],mythic
502,Apes of Rath,Creature — Ape,1997-10-14,0.27,4.0,['G'],uncommon
503,Apex Altisaur,Creature — Dinosaur,2023-11-17,9.71,9.0,['G'],rare
504,Apex Devastator,Creature — Chimera Hydra,2020-11-20,5.43,10.0,['G'],mythic
505,Apex Hawks,Creature — Bird,2014-06-06,0.05,3.0,['W'],common
506,"Aphelia, Viper Whisperer",Legendary Creature — Gorgon Assassin,2024-11-15,33.34,2.0,"['B', 'G']",mythic
507,"Aphemia, the Cacophony",Legendary Enchantment Creature — Harpy,2020-01-24,0.13,2.0,['B'],rare
508,Aphetto Alchemist,Creature — Human Wizard,2002-10-07,7.71,2.0,['U'],uncommon
509,Aphetto Exterminator,Creature — Human Wizard,2003-02-03,0.20,3.0,['B'],uncommon
510,Aphetto Grifter,Creature — Human Wizard,2002-10-07,0.15,3.0,['U'],uncommon
511,Aphetto Runecaster,Creature — Human Wizard,2003-05-26,0.48,4.0,['U'],uncommon
512,Aphetto Vulture,Creature — Zombie Bird,2002-10-07,0.18,6.0,['B'],uncommon
513,Apocalypse Demon,Creature — Demon,2017-07-14,0.20,6.0,['B'],rare
514,Apocalypse Hydra,Creature — Hydra,2018-06-08,0.94,2.0,"['G', 'R']",rare
515,Apostle of Invasion,Creature — Phyrexian Angel,2023-02-03,0.02,6.0,['W'],uncommon
516,Apostle of Purifying Light,Creature — Human Cleric,2019-07-12,0.07,2.0,['W'],uncommon
517,Apothecary Geist,Creature — Spirit,2016-04-08,0.05,4.0,['W'],common
518,Apothecary Initiate,Creature — Kithkin Cleric,2008-05-02,0.12,1.0,['W'],common
519,Apothecary Stomper,Creature — Elephant,2024-11-15,0.10,6.0,['G'],common
520,Apothecary White,Legendary Creature — Human Cleric,2024-02-23,1.08,4.0,['W'],rare
521,Appendage Amalgam,Enchantment Creature — Horror,2024-09-27,0.01,3.0,['B'],common
522,Apprentice Necromancer,Creature — Zombie Wizard,2018-12-07,0.94,2.0,['B'],uncommon
523,Apprentice Sharpshooter,Creature — Human Archer,2021-11-19,0.04,3.0,['G'],common
524,Apprentice Sorcerer,Creature — Human Wizard,1998-06-24,1.17,3.0,['U'],uncommon
525,Apprentice Wizard,Creature — Human Wizard,2020-08-07,0.12,3.0,['U'],common
526,Aquamoeba,Creature — Elemental Beast,2023-01-13,0.03,2.0,['U'],common
